service_id,date,exception_type
102946,20160128,1
102946,20160129,1
102946,20160120,1
102946,20160121,1
102946,20160122,1
102946,20160123,1
102946,20160124,1
102946,20160125,1
102946,20160126,1
102946,20160127,1
102946,20160906,1
102946,20160907,1
102946,20160904,1
102946,20160905,1
102946,20160902,1
102946,20160903,1
102946,20160901,1
102946,20160908,1
102946,20160909,1
102946,20160308,1
102946,20160304,1
102946,20160305,1
102946,20160306,1
102946,20160307,1
102946,20160301,1
102946,20160302,1
102946,20160303,1
102946,20161208,1
102946,20161209,1
102946,20161206,1
102946,20161207,1
102946,20161204,1
102946,20161205,1
102946,20161202,1
102946,20161203,1
102946,20161201,1
102946,20160830,1
102946,20160831,1
102946,20161022,1
102946,20161023,1
102946,20161020,1
102946,20161021,1
102946,20161026,1
102946,20161027,1
102946,20161024,1
102946,20161025,1
102946,20161028,1
102946,20161029,1
102946,20160410,1
102946,20160416,1
102946,20160417,1
102946,20160418,1
102946,20160419,1
102946,20151218,1
102946,20151219,1
102946,20151213,1
102946,20151216,1
102946,20151217,1
102946,20151214,1
102946,20151215,1
102946,20160524,1
102946,20160525,1
102946,20160526,1
102946,20160527,1
102946,20160521,1
102946,20160522,1
102946,20160523,1
102946,20160528,1
102946,20160529,1
102946,20160731,1
102946,20160730,1
102946,20160630,1
102946,20160229,1
102946,20160228,1
102946,20160227,1
102946,20160226,1
102946,20160225,1
102946,20160224,1
102946,20160223,1
102946,20160222,1
102946,20160221,1
102946,20160220,1
102946,20161105,1
102946,20161104,1
102946,20161107,1
102946,20161106,1
102946,20161101,1
102946,20161103,1
102946,20161102,1
102946,20161108,1
102946,20160131,1
102946,20160130,1
102946,20160708,1
102946,20160709,1
102946,20160701,1
102946,20160702,1
102946,20160703,1
102946,20160704,1
102946,20160705,1
102946,20160706,1
102946,20160707,1
102946,20160319,1
102946,20160318,1
102946,20160317,1
102946,20160316,1
102946,20160315,1
102946,20160314,1
102946,20160313,1
102946,20160312,1
102946,20160311,1
102946,20160310,1
102946,20161211,1
102946,20161210,1
102946,20161212,1
102946,20160825,1
102946,20160824,1
102946,20160827,1
102946,20160826,1
102946,20160821,1
102946,20160820,1
102946,20160823,1
102946,20160822,1
102946,20160829,1
102946,20160828,1
102946,20161031,1
102946,20161030,1
102946,20161130,1
102946,20160403,1
102946,20160402,1
102946,20160401,1
102946,20160407,1
102946,20160406,1
102946,20160405,1
102946,20160404,1
102946,20160409,1
102946,20160408,1
102946,20160919,1
102946,20160918,1
102946,20160911,1
102946,20160910,1
102946,20160913,1
102946,20160912,1
102946,20160915,1
102946,20160917,1
102946,20160916,1
102946,20160531,1
102946,20160530,1
102946,20160629,1
102946,20160628,1
102946,20160623,1
102946,20160622,1
102946,20160621,1
102946,20160620,1
102946,20160627,1
102946,20160626,1
102946,20160625,1
102946,20160624,1
102946,20160212,1
102946,20160213,1
102946,20160211,1
102946,20160216,1
102946,20160217,1
102946,20160214,1
102946,20160215,1
102946,20160218,1
102946,20160219,1
102946,20160920,1
102946,20160921,1
102946,20160922,1
102946,20160923,1
102946,20160924,1
102946,20160925,1
102946,20160926,1
102946,20160927,1
102946,20160928,1
102946,20160929,1
102946,20160818,1
102946,20160819,1
102946,20160814,1
102946,20160815,1
102946,20160816,1
102946,20160817,1
102946,20160811,1
102946,20160812,1
102946,20160813,1
102946,20160112,1
102946,20161008,1
102946,20161009,1
102946,20161004,1
102946,20161005,1
102946,20161006,1
102946,20161007,1
102946,20161001,1
102946,20161002,1
102946,20161003,1
91299:1:s,20160906,1
91299:1:s,20160907,1
91299:1:s,20160904,1
91299:1:s,20160905,1
91299:1:s,20160902,1
91299:1:s,20160903,1
91299:1:s,20160901,1
91299:1:s,20160908,1
91299:1:s,20160909,1
91299:1:s,20160924,1
91299:1:s,20161016,1
91299:1:s,20161015,1
91299:1:s,20160925,1
91299:1:s,20161001,1
91299:1:s,20160919,1
91299:1:s,20160918,1
91299:1:s,20160830,1
91299:1:s,20160831,1
91299:1:s,20160605,1
91299:1:s,20160604,1
91299:1:s,20160911,1
91299:1:s,20160910,1
91299:1:s,20160913,1
91299:1:s,20160912,1
91299:1:s,20160915,1
91299:1:s,20160914,1
91299:1:s,20160917,1
91299:1:s,20160916,1
91299:1:s,20160623,1
91299:1:s,20161022,1
91299:1:s,20161023,1
91299:1:s,20161008,1
91299:1:s,20161009,1
91299:1:s,20160622,1
91299:1:s,20160621,1
91299:1:s,20161002,1
91299:1:s,20160620,1
91299:1:s,20160612,1
91299:1:s,20160618,1
91299:1:s,20160619,1
91299:1:s,20160829,1
91299:1:s,20160611,1
93283:1:s,20160308,1
93283:1:s,20160309,1
93283:1:s,20160304,1
93283:1:s,20160305,1
93283:1:s,20160306,1
93283:1:s,20160307,1
93283:1:s,20160301,1
93283:1:s,20160302,1
93283:1:s,20160303,1
93283:1:s,20160131,1
93283:1:s,20160130,1
93283:1:s,20151230,1
93283:1:s,20151231,1
93283:1:s,20160319,1
93283:1:s,20160318,1
93283:1:s,20160317,1
93283:1:s,20160316,1
93283:1:s,20160315,1
93283:1:s,20160314,1
93283:1:s,20160313,1
93283:1:s,20160312,1
93283:1:s,20160311,1
93283:1:s,20160310,1
93283:1:s,20161211,1
93283:1:s,20161212,1
93283:1:s,20160108,1
93283:1:s,20160109,1
93283:1:s,20160106,1
93283:1:s,20160107,1
93283:1:s,20160104,1
93283:1:s,20160105,1
93283:1:s,20160102,1
93283:1:s,20160103,1
93283:1:s,20160101,1
93283:1:s,20151227,1
93283:1:s,20151226,1
93283:1:s,20151225,1
93283:1:s,20151224,1
93283:1:s,20151223,1
93283:1:s,20151222,1
93283:1:s,20151221,1
93283:1:s,20151220,1
93283:1:s,20151229,1
93283:1:s,20151228,1
93283:1:s,20160322,1
93283:1:s,20160323,1
93283:1:s,20160320,1
93283:1:s,20160321,1
93283:1:s,20160326,1
93283:1:s,20160327,1
93283:1:s,20160324,1
93283:1:s,20160325,1
93283:1:s,20160328,1
93283:1:s,20160329,1
93283:1:s,20160111,1
93283:1:s,20160110,1
93283:1:s,20160113,1
93283:1:s,20151219,1
93283:1:s,20160115,1
93283:1:s,20160114,1
93283:1:s,20160117,1
93283:1:s,20160116,1
93283:1:s,20160119,1
93283:1:s,20160118,1
93283:1:s,20160409,1
93283:1:s,20160408,1
93283:1:s,20160331,1
93283:1:s,20160330,1
93283:1:s,20160229,1
93283:1:s,20160228,1
93283:1:s,20160227,1
93283:1:s,20160226,1
93283:1:s,20160225,1
93283:1:s,20160224,1
93283:1:s,20160223,1
93283:1:s,20160222,1
93283:1:s,20160221,1
93283:1:s,20160220,1
93283:1:s,20160212,1
93283:1:s,20160213,1
93283:1:s,20160210,1
93283:1:s,20160211,1
93283:1:s,20160216,1
93283:1:s,20160217,1
93283:1:s,20160214,1
93283:1:s,20160215,1
93283:1:s,20160218,1
93283:1:s,20160219,1
93283:1:s,20160123,1
93283:1:s,20160205,1
93283:1:s,20160204,1
93283:1:s,20160207,1
93283:1:s,20160206,1
93283:1:s,20160201,1
93283:1:s,20160203,1
93283:1:s,20160202,1
93283:1:s,20160209,1
93283:1:s,20160208,1
93283:1:s,20160403,1
93283:1:s,20160402,1
93283:1:s,20160401,1
93283:1:s,20160112,1
93283:1:s,20160407,1
93283:1:s,20160406,1
93283:1:s,20160128,1
93283:1:s,20160129,1
93283:1:s,20160405,1
93283:1:s,20160120,1
93283:1:s,20160121,1
93283:1:s,20160122,1
93283:1:s,20160404,1
93283:1:s,20160124,1
93283:1:s,20160125,1
93283:1:s,20160126,1
93283:1:s,20160127,1
002477,20160403,1
002477,20160402,1
002477,20161212,1
002477,20160410,1
002477,20160409,1
002477,20160320,1
002477,20161211,1
002477,20160326,1
002477,20160327,1
002477,20160319,1
002477,20160228,1
002477,20160227,1
002477,20160305,1
002477,20160306,1
002477,20160313,1
002477,20160312,1
002478,20161024,1
002478,20161025,1
002478,20160308,1
002478,20160309,1
002478,20161019,1
002478,20161018,1
002478,20160304,1
002478,20160305,1
002478,20160306,1
002478,20160307,1
002478,20160301,1
002478,20160302,1
002478,20160303,1
002478,20161029,1
002478,20160131,1
002478,20160130,1
002478,20151230,1
002478,20151231,1
002478,20161211,1
002478,20160404,1
002478,20161022,1
002478,20161023,1
002478,20161020,1
002478,20161021,1
002478,20161026,1
002478,20161027,1
002478,20160319,1
002478,20160318,1
002478,20160317,1
002478,20160316,1
002478,20160315,1
002478,20160314,1
002478,20160313,1
002478,20160312,1
002478,20160311,1
002478,20160310,1
002478,20160410,1
002478,20161212,1
002478,20160108,1
002478,20160109,1
002478,20160106,1
002478,20160107,1
002478,20160104,1
002478,20160105,1
002478,20160102,1
002478,20160103,1
002478,20160101,1
002478,20151227,1
002478,20151226,1
002478,20151225,1
002478,20151224,1
002478,20151223,1
002478,20151222,1
002478,20151221,1
002478,20151220,1
002478,20151229,1
002478,20151228,1
002478,20160322,1
002478,20160323,1
002478,20160320,1
002478,20160321,1
002478,20160326,1
002478,20160327,1
002478,20160324,1
002478,20160325,1
002478,20160328,1
002478,20160329,1
002478,20160111,1
002478,20160110,1
002478,20160113,1
002478,20151219,1
002478,20160115,1
002478,20160114,1
002478,20160117,1
002478,20160116,1
002478,20160119,1
002478,20160118,1
002478,20160409,1
002478,20160408,1
002478,20161028,1
002478,20160331,1
002478,20160330,1
002478,20161017,1
002478,20161103,1
002478,20160229,1
002478,20160228,1
002478,20160227,1
002478,20160226,1
002478,20160225,1
002478,20160224,1
002478,20160223,1
002478,20160222,1
002478,20160221,1
002478,20160220,1
002478,20161102,1
002478,20160212,1
002478,20160213,1
002478,20160210,1
002478,20160211,1
002478,20160216,1
002478,20160217,1
002478,20160214,1
002478,20160215,1
002478,20160218,1
002478,20160219,1
002478,20161031,1
002478,20161030,1
002478,20160205,1
002478,20160204,1
002478,20160207,1
002478,20160206,1
002478,20160201,1
002478,20160203,1
002478,20160202,1
002478,20160209,1
002478,20160208,1
002478,20160403,1
002478,20160402,1
002478,20160401,1
002478,20160112,1
002478,20161105,1
002478,20160407,1
002478,20160406,1
002478,20160128,1
002478,20160129,1
002478,20160405,1
002478,20161104,1
002478,20160120,1
002478,20160121,1
002478,20160122,1
002478,20160123,1
002478,20160124,1
002478,20160125,1
002478,20160126,1
002478,20160127,1
002478,20161106,1
002478,20161101,1
92718:2:2:s,20161116,1
92718:2:2:s,20161117,1
92718:2:2:s,20161114,1
92718:2:2:s,20161115,1
92718:2:2:s,20160421,1
92718:2:2:s,20160420,1
92718:2:2:s,20161118,1
92718:2:2:s,20160422,1
92718:2:2:s,20161130,1
92718:2:2:s,20161119,1
92718:2:2:s,20161208,1
92718:2:2:s,20161206,1
92718:2:2:s,20161207,1
92718:2:2:s,20161204,1
92718:2:2:s,20161205,1
92718:2:2:s,20161202,1
92718:2:2:s,20161203,1
92718:2:2:s,20161201,1
92718:2:2:s,20161129,1
92718:2:2:s,20161128,1
92718:2:2:s,20161127,1
92718:2:2:s,20161126,1
92718:2:2:s,20161125,1
92718:2:2:s,20161124,1
92718:2:2:s,20161123,1
92718:2:2:s,20161122,1
92718:2:2:s,20161121,1
92718:2:2:s,20161120,1
92718:2:2:s,20160418,1
92718:2:2:s,20160419,1
92713:1:1:s,20160906,1
92713:1:1:s,20160907,1
92713:1:1:s,20160904,1
92713:1:1:s,20160905,1
92713:1:1:s,20160902,1
92713:1:1:s,20160903,1
92713:1:1:s,20160901,1
92713:1:1:s,20160318,1
92713:1:1:s,20160908,1
92713:1:1:s,20160909,1
92713:1:1:s,20160220,1
92713:1:1:s,20160821,1
92713:1:1:s,20160308,1
92713:1:1:s,20160309,1
92713:1:1:s,20161019,1
92713:1:1:s,20161018,1
92713:1:1:s,20161017,1
92713:1:1:s,20161016,1
92713:1:1:s,20161015,1
92713:1:1:s,20161014,1
92713:1:1:s,20161013,1
92713:1:1:s,20161012,1
92713:1:1:s,20161011,1
92713:1:1:s,20161010,1
92713:1:1:s,20160918,1
92713:1:1:s,20160919,1
92713:1:1:s,20160223,1
92713:1:1:s,20160314,1
92713:1:1:s,20161003,1
92713:1:1:s,20161209,1
92713:1:1:s,20161109,1
92713:1:1:s,20160131,1
92713:1:1:s,20160130,1
92713:1:1:s,20160820,1
92713:1:1:s,20160708,1
92713:1:1:s,20160709,1
92713:1:1:s,20160830,1
92713:1:1:s,20160831,1
92713:1:1:s,20151230,1
92713:1:1:s,20151231,1
92713:1:1:s,20160701,1
92713:1:1:s,20160702,1
92713:1:1:s,20160703,1
92713:1:1:s,20160704,1
92713:1:1:s,20160705,1
92713:1:1:s,20160706,1
92713:1:1:s,20160521,1
92713:1:1:s,20160401,1
92713:1:1:s,20160315,1
92713:1:1:s,20160522,1
92713:1:1:s,20160411,1
92713:1:1:s,20160214,1
92713:1:1:s,20160523,1
92713:1:1:s,20160404,1
92713:1:1:s,20160813,1
92713:1:1:s,20161022,1
92713:1:1:s,20161023,1
92713:1:1:s,20161020,1
92713:1:1:s,20161021,1
92713:1:1:s,20161026,1
92713:1:1:s,20161027,1
92713:1:1:s,20161024,1
92713:1:1:s,20161025,1
92713:1:1:s,20160317,1
92713:1:1:s,20160316,1
92713:1:1:s,20161028,1
92713:1:1:s,20161029,1
92713:1:1:s,20160313,1
92713:1:1:s,20160312,1
92713:1:1:s,20160311,1
92713:1:1:s,20160310,1
92713:1:1:s,20160410,1
92713:1:1:s,20161112,1
92713:1:1:s,20160412,1
92713:1:1:s,20160413,1
92713:1:1:s,20160414,1
92713:1:1:s,20160415,1
92713:1:1:s,20160108,1
92713:1:1:s,20160109,1
92713:1:1:s,20160106,1
92713:1:1:s,20160107,1
92713:1:1:s,20160104,1
92713:1:1:s,20160105,1
92713:1:1:s,20160102,1
92713:1:1:s,20160103,1
92713:1:1:s,20160101,1
92713:1:1:s,20151227,1
92713:1:1:s,20151226,1
92713:1:1:s,20151225,1
92713:1:1:s,20151224,1
92713:1:1:s,20151223,1
92713:1:1:s,20151222,1
92713:1:1:s,20151221,1
92713:1:1:s,20151220,1
92713:1:1:s,20160713,1
92713:1:1:s,20160712,1
92713:1:1:s,20160711,1
92713:1:1:s,20160710,1
92713:1:1:s,20160717,1
92713:1:1:s,20160716,1
92713:1:1:s,20160715,1
92713:1:1:s,20160714,1
92713:1:1:s,20160910,1
92713:1:1:s,20160824,1
92713:1:1:s,20160211,1
92713:1:1:s,20160417,1
92713:1:1:s,20160322,1
92713:1:1:s,20160323,1
92713:1:1:s,20160320,1
92713:1:1:s,20160321,1
92713:1:1:s,20160326,1
92713:1:1:s,20160327,1
92713:1:1:s,20160324,1
92713:1:1:s,20160325,1
92713:1:1:s,20151213,1
92713:1:1:s,20160328,1
92713:1:1:s,20160329,1
92713:1:1:s,20160923,1
92713:1:1:s,20160306,1
92713:1:1:s,20160111,1
92713:1:1:s,20160110,1
92713:1:1:s,20160113,1
92713:1:1:s,20160112,1
92713:1:1:s,20160115,1
92713:1:1:s,20160114,1
92713:1:1:s,20160117,1
92713:1:1:s,20160116,1
92713:1:1:s,20160119,1
92713:1:1:s,20160118,1
92713:1:1:s,20160409,1
92713:1:1:s,20160408,1
92713:1:1:s,20151216,1
92713:1:1:s,20160719,1
92713:1:1:s,20151214,1
92713:1:1:s,20160301,1
92713:1:1:s,20160524,1
92713:1:1:s,20160525,1
92713:1:1:s,20160526,1
92713:1:1:s,20160718,1
92713:1:1:s,20160520,1
92713:1:1:s,20160302,1
92713:1:1:s,20160728,1
92713:1:1:s,20160729,1
92713:1:1:s,20160726,1
92713:1:1:s,20160727,1
92713:1:1:s,20160724,1
92713:1:1:s,20160725,1
92713:1:1:s,20160722,1
92713:1:1:s,20160723,1
92713:1:1:s,20160720,1
92713:1:1:s,20160721,1
92713:1:1:s,20160212,1
92713:1:1:s,20160823,1
92713:1:1:s,20160528,1
92713:1:1:s,20160822,1
92713:1:1:s,20160307,1
92713:1:1:s,20160331,1
92713:1:1:s,20160330,1
92713:1:1:s,20160925,1
92713:1:1:s,20161031,1
92713:1:1:s,20161113,1
92713:1:1:s,20160215,1
92713:1:1:s,20160402,1
92713:1:1:s,20160430,1
92713:1:1:s,20160829,1
92713:1:1:s,20160828,1
92713:1:1:s,20160731,1
92713:1:1:s,20160730,1
92713:1:1:s,20161001,1
92713:1:1:s,20151229,1
92713:1:1:s,20160225,1
92713:1:1:s,20160530,1
92713:1:1:s,20160630,1
92713:1:1:s,20161008,1
92713:1:1:s,20151228,1
92713:1:1:s,20161009,1
92713:1:1:s,20151215,1
92713:1:1:s,20160911,1
92713:1:1:s,20160429,1
92713:1:1:s,20160428,1
92713:1:1:s,20161110,1
92713:1:1:s,20161111,1
92713:1:1:s,20160229,1
92713:1:1:s,20160228,1
92713:1:1:s,20160227,1
92713:1:1:s,20160226,1
92713:1:1:s,20160423,1
92713:1:1:s,20160224,1
92713:1:1:s,20160425,1
92713:1:1:s,20160424,1
92713:1:1:s,20160427,1
92713:1:1:s,20160426,1
92713:1:1:s,20160508,1
92713:1:1:s,20160509,1
92713:1:1:s,20160502,1
92713:1:1:s,20160503,1
92713:1:1:s,20160501,1
92713:1:1:s,20160506,1
92713:1:1:s,20160507,1
92713:1:1:s,20160504,1
92713:1:1:s,20160505,1
92713:1:1:s,20160629,1
92713:1:1:s,20160628,1
92713:1:1:s,20160623,1
92713:1:1:s,20160622,1
92713:1:1:s,20160621,1
92713:1:1:s,20160620,1
92713:1:1:s,20160627,1
92713:1:1:s,20160626,1
92713:1:1:s,20160625,1
92713:1:1:s,20160624,1
92713:1:1:s,20160913,1
92713:1:1:s,20160303,1
92713:1:1:s,20160221,1
92713:1:1:s,20161105,1
92713:1:1:s,20161104,1
92713:1:1:s,20161107,1
92713:1:1:s,20161106,1
92713:1:1:s,20161101,1
92713:1:1:s,20160217,1
92713:1:1:s,20161103,1
92713:1:1:s,20161102,1
92713:1:1:s,20160707,1
92713:1:1:s,20160218,1
92713:1:1:s,20160219,1
92713:1:1:s,20160304,1
92713:1:1:s,20161108,1
92713:1:1:s,20160527,1
92713:1:1:s,20160519,1
92713:1:1:s,20160518,1
92713:1:1:s,20160515,1
92713:1:1:s,20160514,1
92713:1:1:s,20160517,1
92713:1:1:s,20160516,1
92713:1:1:s,20160511,1
92713:1:1:s,20160510,1
92713:1:1:s,20160513,1
92713:1:1:s,20160512,1
92713:1:1:s,20161005,1
92713:1:1:s,20160216,1
92713:1:1:s,20160618,1
92713:1:1:s,20160619,1
92713:1:1:s,20160616,1
92713:1:1:s,20160617,1
92713:1:1:s,20160614,1
92713:1:1:s,20160615,1
92713:1:1:s,20160612,1
92713:1:1:s,20160613,1
92713:1:1:s,20160610,1
92713:1:1:s,20160611,1
92713:1:1:s,20160920,1
92713:1:1:s,20160921,1
92713:1:1:s,20160922,1
92713:1:1:s,20160915,1
92713:1:1:s,20160924,1
92713:1:1:s,20160912,1
92713:1:1:s,20160926,1
92713:1:1:s,20160927,1
92713:1:1:s,20160928,1
92713:1:1:s,20160929,1
92713:1:1:s,20160205,1
92713:1:1:s,20160204,1
92713:1:1:s,20160207,1
92713:1:1:s,20160206,1
92713:1:1:s,20160201,1
92713:1:1:s,20160203,1
92713:1:1:s,20160202,1
92713:1:1:s,20160825,1
92713:1:1:s,20160209,1
92713:1:1:s,20160208,1
92713:1:1:s,20160914,1
92713:1:1:s,20160416,1
92713:1:1:s,20160601,1
92713:1:1:s,20160603,1
92713:1:1:s,20160602,1
92713:1:1:s,20160605,1
92713:1:1:s,20160604,1
92713:1:1:s,20160607,1
92713:1:1:s,20160606,1
92713:1:1:s,20160609,1
92713:1:1:s,20160608,1
92713:1:1:s,20160816,1
92713:1:1:s,20160817,1
92713:1:1:s,20160810,1
92713:1:1:s,20160811,1
92713:1:1:s,20160812,1
92713:1:1:s,20160917,1
92713:1:1:s,20160403,1
92713:1:1:s,20160930,1
92713:1:1:s,20160531,1
92713:1:1:s,20160818,1
92713:1:1:s,20161030,1
92713:1:1:s,20160814,1
92713:1:1:s,20160319,1
92713:1:1:s,20151218,1
92713:1:1:s,20160529,1
92713:1:1:s,20151219,1
92713:1:1:s,20160222,1
92713:1:1:s,20160827,1
92713:1:1:s,20151217,1
92713:1:1:s,20161004,1
92713:1:1:s,20160407,1
92713:1:1:s,20161006,1
92713:1:1:s,20161007,1
92713:1:1:s,20160916,1
92713:1:1:s,20161002,1
92713:1:1:s,20160406,1
92713:1:1:s,20160128,1
92713:1:1:s,20160129,1
92713:1:1:s,20160819,1
92713:1:1:s,20160405,1
92713:1:1:s,20160213,1
92713:1:1:s,20160120,1
92713:1:1:s,20160121,1
92713:1:1:s,20160122,1
92713:1:1:s,20160123,1
92713:1:1:s,20160124,1
92713:1:1:s,20160125,1
92713:1:1:s,20160126,1
92713:1:1:s,20160127,1
92713:1:1:s,20160210,1
92713:1:1:s,20160815,1
92713:1:1:s,20160305,1
92713:1:1:s,20160826,1
92713:1:1:s,20160809,1
92713:1:1:s,20160808,1
92713:1:1:s,20160807,1
92713:1:1:s,20160806,1
92713:1:1:s,20160805,1
92713:1:1:s,20160804,1
92713:1:1:s,20160803,1
92713:1:1:s,20160802,1
92713:1:1:s,20160801,1
91001:1:s,20151230,1
91001:1:s,20151231,1
91001:1:s,20160108,1
91001:1:s,20160109,1
91001:1:s,20160106,1
91001:1:s,20160107,1
91001:1:s,20160104,1
91001:1:s,20160105,1
91001:1:s,20160102,1
91001:1:s,20160103,1
91001:1:s,20160101,1
91001:1:s,20160719,1
91001:1:s,20160718,1
91001:1:s,20160713,1
91001:1:s,20160712,1
91001:1:s,20160711,1
91001:1:s,20160710,1
91001:1:s,20160717,1
91001:1:s,20160716,1
91001:1:s,20160715,1
91001:1:s,20160714,1
91001:1:s,20160322,1
91001:1:s,20160323,1
91001:1:s,20160320,1
91001:1:s,20160321,1
91001:1:s,20160326,1
91001:1:s,20160327,1
91001:1:s,20160324,1
91001:1:s,20160325,1
91001:1:s,20160328,1
91001:1:s,20160329,1
91001:1:s,20161129,1
91001:1:s,20161128,1
91001:1:s,20161127,1
91001:1:s,20161126,1
91001:1:s,20161125,1
91001:1:s,20161124,1
91001:1:s,20161123,1
91001:1:s,20161122,1
91001:1:s,20161121,1
91001:1:s,20161120,1
91001:1:s,20160430,1
91001:1:s,20160508,1
91001:1:s,20160509,1
91001:1:s,20160502,1
91001:1:s,20160503,1
91001:1:s,20160501,1
91001:1:s,20160506,1
91001:1:s,20160507,1
91001:1:s,20160504,1
91001:1:s,20160505,1
91001:1:s,20160618,1
91001:1:s,20160619,1
91001:1:s,20160616,1
91001:1:s,20160617,1
91001:1:s,20160614,1
91001:1:s,20160615,1
91001:1:s,20160612,1
91001:1:s,20160613,1
91001:1:s,20160610,1
91001:1:s,20160611,1
91001:1:s,20160205,1
91001:1:s,20160204,1
91001:1:s,20160207,1
91001:1:s,20160206,1
91001:1:s,20160201,1
91001:1:s,20160203,1
91001:1:s,20160202,1
91001:1:s,20160209,1
91001:1:s,20160208,1
91001:1:s,20160930,1
91001:1:s,20160809,1
91001:1:s,20160808,1
91001:1:s,20160807,1
91001:1:s,20160806,1
91001:1:s,20160805,1
91001:1:s,20160804,1
91001:1:s,20160803,1
91001:1:s,20160802,1
91001:1:s,20160801,1
91001:1:s,20161019,1
91001:1:s,20161018,1
91001:1:s,20161017,1
91001:1:s,20161016,1
91001:1:s,20161015,1
91001:1:s,20161014,1
91001:1:s,20161013,1
91001:1:s,20161012,1
91001:1:s,20161011,1
91001:1:s,20161010,1
91001:1:s,20160429,1
91001:1:s,20160428,1
91001:1:s,20151227,1
91001:1:s,20151226,1
91001:1:s,20151225,1
91001:1:s,20151224,1
91001:1:s,20151223,1
91001:1:s,20151222,1
91001:1:s,20151221,1
91001:1:s,20151220,1
91001:1:s,20151229,1
91001:1:s,20151228,1
91001:1:s,20160423,1
91001:1:s,20160111,1
91001:1:s,20160110,1
91001:1:s,20160113,1
91001:1:s,20160112,1
91001:1:s,20160115,1
91001:1:s,20160114,1
91001:1:s,20160117,1
91001:1:s,20160116,1
91001:1:s,20160119,1
91001:1:s,20160118,1
91001:1:s,20160728,1
91001:1:s,20160729,1
91001:1:s,20160726,1
91001:1:s,20160727,1
91001:1:s,20160724,1
91001:1:s,20160725,1
91001:1:s,20160722,1
91001:1:s,20160723,1
91001:1:s,20160720,1
91001:1:s,20160721,1
91001:1:s,20160331,1
91001:1:s,20160330,1
91001:1:s,20161112,1
91001:1:s,20161113,1
91001:1:s,20161110,1
91001:1:s,20161111,1
91001:1:s,20161116,1
91001:1:s,20161117,1
91001:1:s,20161114,1
91001:1:s,20161115,1
91001:1:s,20160421,1
91001:1:s,20160420,1
91001:1:s,20161118,1
91001:1:s,20161119,1
91001:1:s,20160425,1
91001:1:s,20160424,1
91001:1:s,20160427,1
91001:1:s,20160426,1
91001:1:s,20160519,1
91001:1:s,20160518,1
91001:1:s,20160515,1
91001:1:s,20160514,1
91001:1:s,20160517,1
91001:1:s,20160516,1
91001:1:s,20160511,1
91001:1:s,20160510,1
91001:1:s,20160513,1
91001:1:s,20160512,1
91001:1:s,20160601,1
91001:1:s,20160603,1
91001:1:s,20160602,1
91001:1:s,20160605,1
91001:1:s,20160604,1
91001:1:s,20160607,1
91001:1:s,20160606,1
91001:1:s,20160609,1
91001:1:s,20160608,1
91001:1:s,20160128,1
91001:1:s,20160129,1
91001:1:s,20160120,1
91001:1:s,20160121,1
91001:1:s,20160122,1
91001:1:s,20160123,1
91001:1:s,20160124,1
91001:1:s,20160125,1
91001:1:s,20160126,1
91001:1:s,20160127,1
91001:1:s,20160906,1
91001:1:s,20160907,1
91001:1:s,20160904,1
91001:1:s,20160905,1
91001:1:s,20160902,1
91001:1:s,20160903,1
91001:1:s,20160901,1
91001:1:s,20160908,1
91001:1:s,20160909,1
91001:1:s,20160308,1
91001:1:s,20160309,1
91001:1:s,20160304,1
91001:1:s,20160305,1
91001:1:s,20160306,1
91001:1:s,20160307,1
91001:1:s,20160301,1
91001:1:s,20160302,1
91001:1:s,20160303,1
91001:1:s,20161208,1
91001:1:s,20161209,1
91001:1:s,20161206,1
91001:1:s,20161207,1
91001:1:s,20161204,1
91001:1:s,20161205,1
91001:1:s,20161202,1
91001:1:s,20161203,1
91001:1:s,20161201,1
91001:1:s,20160830,1
91001:1:s,20160831,1
91001:1:s,20161022,1
91001:1:s,20161023,1
91001:1:s,20161020,1
91001:1:s,20161021,1
91001:1:s,20161026,1
91001:1:s,20161027,1
91001:1:s,20161024,1
91001:1:s,20161025,1
91001:1:s,20161028,1
91001:1:s,20161029,1
91001:1:s,20160410,1
91001:1:s,20160411,1
91001:1:s,20160412,1
91001:1:s,20160413,1
91001:1:s,20160414,1
91001:1:s,20160415,1
91001:1:s,20160416,1
91001:1:s,20160417,1
91001:1:s,20160418,1
91001:1:s,20160419,1
91001:1:s,20151218,1
91001:1:s,20151219,1
91001:1:s,20151213,1
91001:1:s,20151216,1
91001:1:s,20151217,1
91001:1:s,20151214,1
91001:1:s,20151215,1
91001:1:s,20160524,1
91001:1:s,20160525,1
91001:1:s,20160526,1
91001:1:s,20160527,1
91001:1:s,20160520,1
91001:1:s,20160521,1
91001:1:s,20160522,1
91001:1:s,20160523,1
91001:1:s,20160528,1
91001:1:s,20160529,1
91001:1:s,20160731,1
91001:1:s,20160730,1
91001:1:s,20160630,1
91001:1:s,20160229,1
91001:1:s,20160228,1
91001:1:s,20160227,1
91001:1:s,20160226,1
91001:1:s,20160225,1
91001:1:s,20160224,1
91001:1:s,20160223,1
91001:1:s,20160222,1
91001:1:s,20160221,1
91001:1:s,20160220,1
91001:1:s,20161105,1
91001:1:s,20161104,1
91001:1:s,20161107,1
91001:1:s,20161106,1
91001:1:s,20161101,1
91001:1:s,20161103,1
91001:1:s,20161102,1
91001:1:s,20161109,1
91001:1:s,20161108,1
91001:1:s,20160422,1
